ticker,open,drift,volatility
AAPL,218.5430534813131,0.060537083565104,0.2862728182902184
MSFT,477.8214378844623,0.13718556418856134,0.287586761111834
AMZN,379.3972738151323,0.08939192891441868,0.3740340817947738
GOOG,319.3963178886665,0.07865656029801386,0.25475377676553307
GOOGL,120.20838819909643,0.12507241657624027,0.3777049794903608
TSLA,120.1975341512912,0.1579093326466014,0.4045571168346317
NVDA,439.7792655987208,0.1157256447931586,0.2073953380788522
JPM,320.50175528444396,0.16859310667748884,0.2487034682364378
V,368.63266000822045,0.10877766469774164,0.37101092403639535
XOM,59.263022433111104,0.08453557267777112,0.3092478871551097
META,486.45943347289744,0.13365627513869877,0.3630074938601008
UNH,424.59918836018977,0.08716849086537229,0.4762937472303228
JNJ,145.55259980522428,0.08160871379336194,0.3230953722945133
PG,131.82123524319528,0.1636866810069778,0.21910631086096388
LLY,132.53202943404523,0.085402366458719,0.4057423508862376
MA,186.90900933179196,0.01,0.30513608594796354
AVGO,286.140394234507,0.11727589719443832,0.3872447157660453
HD,244.3752583889521,0.08022417742098534,0.40661985440977383
CVX,181.05311308911885,0.0855431571765029,0.2040991903573221
CRM,325.33380262507075,0.12264681632667548,0.4382004604171943
KO,112.77223729341883,0.09169695458244674,0.3905121959956559
ABBV,181.46509184084817,0.11074694150473775,0.23960956275154713
BAC,214.86282948216126,0.01,0.33044491198708525
COST,255.23149289766616,0.05284715957663688,0.3257207490980107
PFE,403.3291826268561,0.1701979369329647,0.30239318144658367
PEP,139.85320197126188,0.09907245977441799,0.38719139888123927
MRK,281.4054972861252,0.01632476890048884,0.4437356328333527
ORCL,316.5865559879191,0.04637340827821712,0.3007306372740632
TMO,70.90268572399897,0.05037069102984048,0.43308813279720854
ABT,323.39518335564725,0.10511738412748335,0.3988202610504112
DHR,126.73585565928119,0.07836953597259934,0.3232296158176405
ACN,79.27321684337578,0.06704088487817611,0.3176180922052321
CMCSA,476.99849176399994,0.10019686522157015,0.18474346283399848
DIS,484.53441488355173,0.12388770497167637,0.14992316067928257
NEE,413.7788066524075,0.08704856776305547,0.3165022798109338
LIN,187.07619612801682,0.07126453961933003,0.21440710821706316
WMT,93.95245130287273,0.07892508898300582,0.2960363857960381
PM,357.9048619304706,0.11699104820933219,0.2465337258149936
CSCO,248.06862218282058,0.09963099250277135,0.1211503495019503
VZ,104.91720568015047,0.1383648419353202,0.3357304541936634
UNP,272.8296095500716,0.04251037112528208,0.2585468194610108
UPS,65.47483450184828,0.0612331947021528,0.3080198712540814
MCD,459.1941809354519,0.13865704279446245,0.21068797263707767
RTX,166.4509917200076,0.05990860783251531,0.2665182752605266
INTC,348.1350279592919,0.1692007859466339,0.4560380141132879
CAT,190.26998424023492,0.17026026529390942,0.3128551000071081
WFC,284.0306095300149,0.16961628767459513,0.3549576345062667
NKE,296.01962570447586,0.05596795907351154,0.172912819312396
AMD,133.18450498648718,0.10384474742922857,0.5
LOW,486.31308249405134,0.07532837588983367,0.48434137583205333
IBM,398.80977051250153,0.14615813041709766,0.4363435490951704
T,472.7745237038851,0.18533024768392312,0.3828765977604875
COP,452.67230769244196,0.14367947078176896,0.3015143278259864
SCHW,319.0549904649883,0.10045721728700688,0.34420740168667313
MDT,464.84340576040256,0.08172303515837287,0.4048019743994952
AMGN,89.82162592336377,0.1324543366314553,0.23714302525242933
CVS,138.19228808861533,0.03885632316623466,0.2555501255780817
GILD,70.35228000974213,0.12681680161910328,0.1330867640909468
BKNG,196.39864884346895,0.05426545343693613,0.22281809222432447
GS,224.9047803602669,0.13102741079808677,0.4661301730608154
C,172.10706429825316,0.09195313115684683,0.26657529088496323
SPGI,422.9318791183682,0.0805867800511693,0.26821530934894167
MMC,210.53899701211517,0.05572438130855757,0.33177670324371183
HON,176.42052935932134,0.0821627487115903,0.13877726928254763
BA,294.21323742121183,0.12780608992669829,0.3945381690087567
MMM,113.41590123864319,0.15219303054593292,0.4266406855372875
CI,410.98864133931784,0.12632240806673478,0.3377296265460409
ANTM,83.54778965589688,0.16819432622085528,0.465135098647949
GE,494.0991214702328,0.2,0.16731682338641027
AXP,397.51014618349586,0.08377545210855535,0.48437157977518464
MO,139.4220566903776,0.08970666414522475,0.22692585967703463
DUK,52.48495270562108,0.027997927615810103,0.17200802667368698
SO,416.95764280467534,0.159536362805682,0.2762608038793331
ADP,368.0858047314277,0.16496984071322437,0.48720056804723044
PYPL,378.0532256184443,0.05664269219752234,0.29805578591004517
CMCSA,397.0716560086756,0.13088204227555725,0.20674083434389187
NFLX,83.32009328034067,0.16085353984900552,0.170505752552014
ADBE,211.30957784492267,0.11131441347494375,0.2894881495253586
LRCX,102.14107678630837,0.14237007162883195,0.10050384284423505
QCOM,438.3965416440171,0.10874165059957357,0.169980715840656
TXN,330.48415707240105,0.03915725538203805,0.4543067651859084
FDX,198.90411118369212,0.1524673696160433,0.43232638071512364
SBUX,78.60125762871064,0.16625528307571005,0.2871587853460292
TGT,189.94204477204798,0.1367250532440023,0.25343352287454535
TJX,196.33249491203617,0.052275136901928976,0.3058508902306844
CMG,378.32278025212884,0.06244102876680358,0.5
BK,336.9008621098459,0.043478597343973496,0.3404975508770525
NOW,449.24573415934697,0.13849886799653968,0.3909738174959817
ISRG,262.4967163228772,0.16341947612019508,0.27975424741684485
BDX,103.81741067223577,0.12122431220282254,0.306089660711716
HUM,370.9601542503477,0.14702677924810048,0.3647162696787044
